episode,score,reward,epsilon,avg_td_loss
140,3,19.68999999999997,0.49571413690105054,2.6485982826777867
141,0,-10.19,0.4932355662165453,1.9261260747909545
142,3,19.669999999999995,0.4907693883854626,2.237368335595002
143,1,-0.14999999999999858,0.4883155414435353,2.1686269395491657
144,0,-10.15,0.4858739637363176,2.062865063548088
145,1,-0.0799999999999983,0.483444593917636,2.376839113235474
146,1,-0.3699999999999992,0.4810273709480478,2.1075677550756016
147,4,29.62999999999999,0.47862223409330756,2.0778919770604087
148,0,-10.11,0.47622912292284103,1.6947441796461742
149,4,29.579999999999963,0.4738479773082268,2.142663780679094
150,5,39.20000000000005,0.47147873742168567,2.024697480506675
151,2,9.760000000000002,0.46912134373457726,2.1270121932029724
152,0,-10.13,0.46677573701590436,2.4566274796213423
153,2,9.680000000000003,0.46444185833082485,2.3910231249673024
154,2,9.760000000000002,0.46211964903917074,2.2795250989772655
155,4,29.439999999999976,0.4598090507939749,2.48939356647554
156,4,29.769999999999982,0.457510005540005,2.2177983841725757
157,2,9.779999999999994,0.45522245551230495,2.6188733625411986
158,1,-0.17999999999999972,0.4529463432347434,2.0069240808486937
159,1,-0.07000000000000028,0.4506816115185697,2.1779580116271973
160,8,68.92999999999996,0.4484282034609769,2.327453271582209
161,1,-0.1899999999999995,0.446186062443672,2.5916171755109514
162,4,29.67999999999998,0.4439551321314536,2.5626941919326782
163,3,19.539999999999992,0.4417353564707963,2.490844395160675
164,0,-10.12,0.43952667968844233,2.375765617077167
165,6,49.13000000000004,0.43732904629000013,2.6275109039976243
166,1,-0.10999999999999943,0.4351424010585501,2.1306602404667783
167,3,19.689999999999998,0.43296668905325736,2.1831960439682008
168,2,9.799999999999997,0.43080185560799106,2.526791909466619
169,2,9.679999999999982,0.4286478463299511,2.494935546602522
170,4,29.299999999999997,0.42650460709830135,2.3738151280085247
171,3,19.799999999999997,0.42437208406280985,2.46407251060009
172,2,9.579999999999973,0.4222502236424958,2.6649102687835695
173,1,-0.10999999999999766,0.42013897252428334,2.7393675859157858
174,3,19.66999999999997,0.4180382776616619,2.5251266247517354
175,9,78.97999999999995,0.4159480862733536,2.604800314775535
176,2,9.849999999999998,0.41386834584198684,2.4207852615250482
177,2,9.559999999999992,0.4117990041127769,2.5601268119000373
178,0,-10.07,0.40974000909221303,2.6942922174930573
179,2,9.849999999999998,0.40769130904675194,2.2960826489660473
180,0,-10.11,0.40565285250151817,3.333354115486145
181,3,19.78999999999999,0.4036245882390106,2.650695242881775
182,1,-0.0600000000000005,0.4016064652978155,3.3399936705827713
183,4,29.580000000000013,0.3995984329713264,2.75232410684545
184,2,9.749999999999982,0.3976004408064698,2.9918483793735504
185,3,19.12999999999999,0.39561243860243744,3.0258735693418064
186,3,19.829999999999984,0.3936343764094253,3.4660867963518416
187,3,19.68999999999998,0.39166620452737816,3.229527245249067
188,2,9.8,0.3897078735047413,2.917726402697356
189,2,9.630000000000003,0.3877593341372176,2.916838654875755
190,2,9.569999999999979,0.3858205374665315,2.499045996562294
191,2,9.849999999999998,0.38389143477919885,2.115152186817593
192,2,9.70999999999999,0.3819719776053028,2.3900544680655003
193,0,-10.15,0.3800621177172763,2.350885756313801
194,2,9.530000000000001,0.37816180712868996,2.466856520175934
195,1,-0.29999999999999716,0.37627099809304654,2.557497128844261
196,1,-0.09999999999999964,0.3743896431025813,2.928213785092036
197,2,9.760000000000002,0.37251769488706843,2.383879952960544
198,3,19.649999999999988,0.3706551064126331,2.549471256060478
199,3,19.66,0.36880183088056995,2.4889772659853886
200,4,29.54999999999997,0.3669578217261671,2.9451735758781434
201,1,-0.14000000000000057,0.36512303261753626,2.5859959572553635
202,4,29.57000000000003,0.3632974174544486,2.5660008812944093
203,11,99.1699999999998,0.3614809303671764,2.8027727152171886
204,4,29.559999999999988,0.3596735257153405,2.900066550897092
205,4,29.65,0.3578751580867638,3.018814355134964
206,2,9.519999999999971,0.35608578229633,3.262667408176497
207,7,59.34,0.3543053533848483,3.3604346771497986
208,2,9.93,0.35253382661792404,3.1821066617965696
209,1,-0.1399999999999988,0.3507711574848344,3.082306817173958
210,3,19.569999999999993,0.34901730169741024,3.2128065494780844
211,5,39.58,0.3472722151889232,3.151591139535109
212,4,29.72999999999999,0.3455358541129786,2.9235188737511635
213,4,29.119999999999962,0.3438081748424137,3.080770819417892
214,5,39.52999999999999,0.3420891339682016,3.229774592057714
215,1,-0.09999999999999964,0.3403786882983606,3.1927754084269204
216,2,9.58999999999999,0.3386767948568688,3.0865749527107584
217,3,19.62999999999997,0.33698341088258443,3.0332823642870275
218,8,69.12999999999998,0.3352984938281715,3.06092627470692
219,5,39.580000000000005,0.33362200135903064,2.989688977599144
220,3,19.739999999999984,0.33195389135223546,2.977172577381134
221,4,29.73999999999998,0.3302941218954743,2.8305230371413694
222,3,19.639999999999993,0.32864265128599696,2.641817605495453
223,3,19.569999999999965,0.326999438029567,2.866905524375591
224,2,9.7,0.3253644408394192,2.6135295629501343
225,2,9.96,0.3237376186352221,3.1065713678087508
226,6,49.08000000000005,0.322118930542046,2.7190943679424247
227,2,9.679999999999989,0.32050833588933575,2.77716326713562
228,0,-10.08,0.31890579420988907,3.293305450015598
229,2,9.919999999999998,0.3173112652388396,2.9637399803508413
230,4,29.62999999999996,0.3157247089126454,2.985815397330693
231,3,19.599999999999984,0.3141460853680822,2.8836027058688076
232,2,9.790000000000003,0.3125753549412418,2.9739241351683936
233,2,9.739999999999988,0.31101247816653554,3.0333169246542044
234,2,9.74999999999999,0.30945741577570285,3.1933257452079227
235,2,9.659999999999972,0.3079101286968243,2.8598839044570923
236,2,9.829999999999991,0.3063705780533402,2.998622530698776
237,6,49.58999999999998,0.30483872516307353,2.764360435307026
238,0,-10.1,0.3033145315372582,3.4075191887942227
239,2,9.759999999999991,0.3017979588795719,2.4848280217912464
240,2,9.809999999999995,0.30028896908517405,3.1090941483324226
241,1,-0.1399999999999988,0.2987875242397482,2.461095556616783
242,1,-0.16999999999999993,0.29729358661854943,2.7249496296832434
243,2,9.869999999999997,0.29580711868545667,3.22708959877491
244,0,-10.08,0.2943280830920294,3.867254482375251
245,3,19.649999999999963,0.29285644267656924,3.2072645823160806
246,5,39.45999999999998,0.2913921604631864,3.2944367786248523
247,3,19.71999999999997,0.28993519966087045,3.0959505140781403
248,3,19.69999999999999,0.2884855236625661,3.2619472531711353
249,1,-0.10999999999999943,0.28704309604425327,3.7578093638786902
250,1,-0.07000000000000028,0.285607880564032,3.005372312333849
251,1,-0.10999999999999943,0.28417984116121187,3.0510404935249915
252,3,19.609999999999964,0.2827589419554058,2.829888110937074
253,1,-0.09999999999999964,0.28134514724562876,3.782027224699656
254,10,88.9699999999999,0.2799384215094006,2.9525443786068966
255,2,9.599999999999998,0.27853872940185365,3.187008960302486
256,4,29.68999999999997,0.27714603575484437,3.6002866095966763
257,6,49.40000000000005,0.2757603055760701,3.409088522640627
258,6,49.53000000000001,0.2743815040481898,3.6379893532505743
259,2,9.579999999999977,0.2730095965279488,3.776777489980062
260,1,-0.15000000000000036,0.27164454854530906,3.7059431496788475
261,4,29.619999999999976,0.2702863258025825,3.4653221008389496
262,1,-0.09999999999999787,0.2689348941735696,4.193548778692882
263,7,59.25999999999999,0.26759021970270175,3.543675041780239
264,1,-0.08000000000000007,0.2662522686041882,3.0755122542381286
265,8,69.17999999999994,0.2649210072611673,2.906723744266636
266,2,9.710000000000004,0.26359640222486147,3.0455321073532104
267,1,-0.29999999999999893,0.26227842021373715,2.7518379613757133
268,3,19.749999999999993,0.2609670281126685,2.7204336626776335
269,5,39.569999999999986,0.25966219297210513,3.6896262193212706
270,6,49.45000000000002,0.2583638820072446,3.791947907017123
271,11,98.79999999999971,0.2570720625972084,3.5843210220336914
272,6,49.320000000000014,0.25578670228422234,3.497378037770589
273,1,-0.16999999999999815,0.25450776877280124,3.7057188184637773
274,0,-10.12,0.2532352299289372,3.3227497064150295
275,8,69.46,0.2519690537792925,3.4582518963586715
276,3,19.62999999999998,0.2507092085103961,4.070648972581073
277,2,9.719999999999988,0.2494556624678441,4.079851327403899
278,2,9.839999999999993,0.24820838415550486,3.597649674666555
279,1,-0.21000000000000085,0.24696734223472733,3.7616733157116435
280,4,29.569999999999986,0.2457325055235537,3.990074947476387
281,2,9.650000000000006,0.24450384299593592,3.9926766533600655
282,6,49.18000000000002,0.24328132378095624,3.839019238279107
283,2,9.62999999999997,0.24206491716205145,3.360217720270157
284,1,-0.16999999999999815,0.2408545925762412,3.151831212796663
285,2,9.720000000000002,0.23965031961336,3.3140552813006985
286,1,-0.09999999999999964,0.2384520680152932,2.869739294052124
287,5,39.38999999999999,0.23725980767521673,3.1514490184499255
288,5,39.6,0.23607350863684065,3.0340487801510356
289,2,9.749999999999996,0.23489314109365644,3.2384184088025774
290,2,9.559999999999981,0.23371867538818816,3.1015934310060866
291,7,59.44,0.23255008201124722,3.717639032751322
292,2,9.84,0.231387331601191,3.339155535948904
293,3,19.769999999999992,0.23023039494318503,3.7885792167098433
294,1,-0.08999999999999986,0.2290792429684691,2.974871581250971
295,7,59.47999999999999,0.22793384675362674,3.5387109061082205
296,1,-0.10999999999999943,0.22679417751985861,4.366858583230239
297,4,29.49999999999997,0.22566020663225933,3.409375645897605
298,5,39.74999999999998,0.22453190559909803,3.7954508335359636
299,3,19.75999999999999,0.22340924607110255,3.7615639907973155
300,2,9.629999999999992,0.22229219984074702,3.974063295125961
301,0,-10.18,0.2211807388415433,3.3908086952410246
302,4,29.56999999999998,0.22007483514733558,3.320949986577034
303,1,-0.11999999999999744,0.2189744609715989,3.4238798788615634
304,4,29.619999999999976,0.2178795886667409,2.873347440431284
305,2,9.809999999999985,0.2167901907234072,3.034197585149245
306,6,49.390000000000036,0.21570623976979014,3.289350746309056
307,8,69.20999999999998,0.21462770857094118,3.3124831291762264
308,17,158.8400000000002,0.21355457002808648,3.8069555545920757
309,13,118.84999999999971,0.21248679717794605,3.3102469564408294
310,1,-0.08000000000000007,0.21142436319205632,2.836352527141571
311,4,29.680000000000007,0.21036724137609603,3.1431121503984607
312,7,59.39999999999998,0.20931540516921554,3.1092735003022587
313,6,49.40000000000004,0.20826882814336947,3.1419293844877783
314,0,-10.14,0.20722748400265262,3.2877193291982016
315,8,69.3599999999999,0.20619134658263935,3.1732274016288864
316,9,79.31999999999995,0.20516038984972615,3.19146469159004
317,0,-10.06,0.2041345879004775,3.4460180827549527
318,4,29.63000000000001,0.2031139149609751,3.7536572842370894
319,3,19.589999999999957,0.20209834538617025,4.151947773827446
320,5,39.55000000000001,0.2010878536592394,3.879272512361115
321,3,19.69999999999997,0.2000824143909432,3.7913025898091934
322,4,29.65999999999999,0.19908200231898848,3.9288259958609557
323,3,19.789999999999992,0.19808659230739353,3.558442025184631
324,8,69.29999999999998,0.19709615934585656,3.4206472967244403
325,3,19.709999999999987,0.19611067854912728,3.58938640536684
326,6,49.350000000000016,0.19513012515638165,3.648575550980038
327,0,-10.12,0.19415447453059972,3.9180337282327504
328,1,-0.16999999999999815,0.19318370215794672,3.535794220472637
329,2,9.699999999999996,0.192217783647157,3.8241348989082105
330,3,19.809999999999995,0.1912566947289212,4.490102073420649
331,4,29.76000000000002,0.1903004112552766,3.4422491213371016
332,14,128.7499999999999,0.18934890919900021,3.7905502574784413
333,3,19.689999999999962,0.18840216465300522,3.602262714930943
334,5,39.60999999999998,0.18746015382974018,3.6371359189351398
335,2,9.879999999999999,0.1865228530605915,4.254173501332601
336,13,118.92999999999972,0.18559023879528855,3.311717880658867
337,2,9.77999999999999,0.1846622876013121,3.174086875915527
338,8,68.94999999999993,0.18373897616330553,3.852328798227143
339,17,158.49,0.182820281282489,3.8263943844292996
340,1,-0.11999999999999922,0.18190617987607657,3.6577687774385725
341,10,88.81999999999984,0.18099664897669618,3.5624731381734214
342,6,49.52999999999999,0.1800916657318127,4.196550152919911
343,3,19.74999999999998,0.17919120740315364,5.240852413506343
344,1,-0.11999999999999922,0.17829525136613786,3.6956545966012135
345,4,29.43999999999999,0.17740377510930716,4.463116485564435
346,3,19.76999999999998,0.17651675623376062,4.094891813066271
347,4,29.76999999999999,0.1756341724525918,3.743596247264317
348,4,29.739999999999995,0.17475600159032884,3.720021643946248
349,4,29.669999999999987,0.17388222158237718,3.6559871435165405
350,7,59.49000000000004,0.1730128104744653,3.694956165249065
351,3,19.629999999999967,0.17214774642209296,3.8034235791462225
352,1,-0.07000000000000028,0.1712870076899825,3.3040637969970703
353,5,39.369999999999976,0.17043057265153258,4.036933892015098
354,7,59.41999999999999,0.16957841978827493,4.115088553139658
355,3,19.649999999999977,0.16873052768933355,4.96318314014337
356,7,59.32000000000005,0.1678868750508869,4.053812721842213
357,8,69.51999999999997,0.16704744067563246,3.754345555054514
358,5,39.610000000000035,0.1662122034722543,3.946089331309001
359,14,128.33999999999997,0.16538114245489302,4.202940819013184
360,7,59.120000000000005,0.16455423674261854,4.538013604780038
361,2,9.869999999999997,0.16373146555890544,3.587749168276787
362,5,39.660000000000004,0.16291280823111093,3.581190901994705
363,13,118.77999999999986,0.16209824418995536,3.916394575553782
364,6,49.51,0.16128775296900558,4.38441583939961
365,1,-0.09999999999999964,0.16048131420416054,4.179065068562825
366,4,29.57999999999997,0.15967890763313974,4.705201996133683
367,8,69.34999999999998,0.15888051309497406,4.819768122724585
368,8,69.3,0.1580861105294992,5.068151221999639
369,7,59.51999999999997,0.1572956799768517,4.450891762971878
370,4,29.829999999999984,0.15650920157696743,3.385778860612349
371,3,19.72999999999999,0.1557266555690826,4.051053285598755
372,9,79.0399999999999,0.1549480222912372,4.1695461678055095
373,8,69.76,0.15417328217978102,4.960014942920569
374,14,129.04999999999976,0.1534024157688821,4.408048584244468
375,12,109.4099999999999,0.1526354036900377,4.554780824316873
376,8,69.62000000000002,0.1518722266715875,4.354384148374517
377,4,29.85,0.15111286553822956,5.829912114143371
378,3,19.77999999999998,0.15035730121053842,4.170854531801664
379,4,29.61000000000002,0.14960551470448571,4.244192502715371
380,2,9.779999999999987,0.14885748713096328,4.488510990142823
381,2,9.850000000000001,0.14811319969530845,5.040322052107917
382,4,29.49999999999998,0.1473726336968319,5.072623044794256
383,11,99.15999999999984,0.14663577052834775,4.494198868672053
384,7,59.40000000000002,0.14590259167570602,4.129150597488179
385,6,49.600000000000016,0.1451730787173275,4.043674210284618
386,3,19.749999999999982,0.14444721332374086,3.602832350237616
387,16,148.76000000000005,0.14372497725712216,4.506949164343219
388,2,9.759999999999987,0.14300635237083656,4.504030775140833
389,12,108.98999999999985,0.14229132060898236,4.053473881462164
390,7,59.24000000000001,0.14157986400593744,4.204723348220189
391,6,49.280000000000065,0.14087196468590776,4.3028847114949285
392,1,-0.23999999999999666,0.14016760486247823,4.012973913779626
393,2,9.939999999999998,0.13946676683816583,4.1406674649980335
394,3,19.62999999999997,0.138769433003975,4.631834536063962
395,7,59.54000000000002,0.13807558583895513,4.865596925770795
396,1,-0.09999999999999964,0.13738520790976036,4.086087306340535
397,9,79.05999999999987,0.13669828187021155,4.780459626362874
398,10,89.03999999999981,0.13601479046086049,4.418153703769791
399,16,148.52999999999997,0.1353347165085562,4.467919753818977
400,5,39.57000000000002,0.1346580429260134,4.202360751677532
401,1,-0.15999999999999837,0.13398475271138335,4.555128733317058
402,7,58.93999999999993,0.13331482894782642,3.988652691506503
403,2,9.79,0.13264825480308728,3.9325632055600486
404,4,29.709999999999994,0.13198501352907185,3.7067031649982227
405,8,69.20999999999997,0.1313250884614265,4.497760453007438
406,6,49.51999999999999,0.13066846301911936,4.404321726885709
407,17,158.73000000000008,0.13001512070402377,4.460261196925722
408,3,19.659999999999975,0.12936504510050365,4.515150427818298
409,6,49.380000000000045,0.12871821987500112,4.575208802154099
410,2,9.849999999999998,0.12807462877562611,5.254057897461785
411,2,9.82,0.12743425563174798,5.153071233204433
412,2,9.86,0.12679708435358925,4.014153354308185
413,7,59.209999999999994,0.1261630989318213,4.9009439095683485
414,12,109.02999999999969,0.1255322834371622,4.8187519225207245
415,9,79.25999999999989,0.12490462201997637,4.35263142699287
416,7,59.33,0.1242800989098765,4.309639015197754
417,9,78.89999999999995,0.12365869841532712,4.539528266588847
418,1,-0.17999999999999972,0.12304040492325048,4.635437643527984
419,2,9.93,0.12242520289863423,5.864890599250794
420,3,19.779999999999987,0.12181307688414106,3.910937841121967
421,11,99.19999999999989,0.12120401149972035,4.1540234607198965
422,4,29.609999999999978,0.12059799144222175,4.150971174240112
423,8,69.23,0.11999500148501063,4.197029019511024
424,3,19.42999999999996,0.11939502647758558,4.373996930044205
425,9,79.19999999999989,0.11879805134519765,3.7825553748342724
426,10,89.23999999999991,0.11820406108847166,4.117215763563397
427,12,109.20999999999978,0.1176130407830293,4.762658437956935
428,17,158.48000000000008,0.11702497557911415,4.028649048244252
429,8,69.0299999999999,0.11643985070121858,3.911528877492221
430,3,19.769999999999982,0.11585765144771248,4.7675361898210316
431,3,19.759999999999973,0.11527836319047392,5.411738446780613
432,1,-0.15999999999999837,0.11470197137452155,4.828399221102397
433,9,79.07999999999993,0.11412846151764894,4.552743086627886
434,5,39.669999999999995,0.1135578192100607,4.888673543930054
435,3,19.879999999999992,0.11299003011401039,4.177916273474693
436,17,158.62,0.11242507996344034,4.770398141481937
437,3,19.649999999999988,0.11186295456362313,4.064170140486497
438,7,59.35000000000004,0.11130363979080501,3.947355185469536
439,7,59.38000000000001,0.11074712159185099,4.099568946020944
440,6,49.670000000000016,0.11019338598389174,4.489943712949753
441,3,19.589999999999954,0.10964241905397228,4.651592927508884
442,4,29.689999999999984,0.10909420695870241,4.247878650824229
443,6,49.660000000000004,0.1085487359239089,4.15582361453917
444,5,39.44999999999998,0.10800599224428936,4.9616070809911506
445,11,98.91999999999982,0.10746596228306791,4.532910958925883
446,8,69.51,0.10692863247165257,4.48228501862493
447,1,-0.1599999999999966,0.1063939893092943,4.8439321120580034
448,14,129.01999999999975,0.10586201936274783,4.290973604252908
449,4,29.539999999999964,0.10533270926593409,4.588751311395683
450,7,59.39,0.10480604571960442,4.238576087398806
451,7,59.36999999999993,0.1042820154910064,4.733445553712442
452,10,89.31999999999996,0.10376060541355137,4.195397337780723
453,4,29.839999999999996,0.1032418023864836,4.553136587142944
454,9,78.78999999999985,0.10272559337455119,4.570432268026221
455,7,59.41000000000005,0.10221196540767843,4.974459246023377
456,8,69.32999999999993,0.10170090558064004,4.589656599258122
457,6,49.47000000000006,0.10119240105273684,3.8966101964314777
458,5,39.6,0.10068643904747315,3.4272784201995186
459,10,89.0799999999999,0.10018300685223579,4.1128413306856615
460,10,89.13999999999989,0.0996820918179746,4.43403379941724
461,4,29.76999999999999,0.09918368135888474,4.4017749428749084
462,18,168.56000000000046,0.09868776295209031,4.249224869751491
463,2,9.810000000000002,0.09819432413732986,4.4427407004616475
464,5,39.64000000000001,0.09770335251664321,3.9453235410508656
465,12,109.17999999999974,0.09721483575406,5.193171609075446
466,9,79.26999999999987,0.09672876157528969,5.356876166470079
467,2,9.759999999999984,0.09624511776741324,4.472765613485266
468,6,49.55000000000002,0.09576389217857617,4.672725287767557
469,13,119.06999999999985,0.09528507271768329,4.964284700768016
470,26,247.9900000000008,0.09480864735409487,5.137073133075447
471,3,19.56999999999997,0.0943346041173244,4.527159508238447
472,4,29.50999999999997,0.09386293109673778,4.541774427449262
473,5,39.490000000000016,0.09339361644125409,4.733407547599391
474,3,19.73999999999997,0.09292664835904782,4.458910838762919
475,1,-0.08999999999999986,0.09246201511725258,4.6372550617564805
476,4,29.62999999999998,0.09199970504166631,5.097009522574289
477,5,39.51000000000002,0.09153970651645797,3.9886838392777877
478,16,148.44,0.09108200798387568,4.1017348435572805
479,5,39.36999999999998,0.0906265979439563,4.137080151101817
480,3,19.819999999999983,0.09017346495423652,4.11753528768366
481,2,9.850000000000001,0.08972259762946533,6.502599000930786
